travelcode,usercode,name,place,days,price,total,date,price_per_day
77415.0,752.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-07-08,92.73333333333333
77416.0,752.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-07-15,156.415
77417.0,752.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-07-22,30.195
77419.0,752.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-08-05,234.765
77422.0,752.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-08-26,175.60666666666668
77427.0,752.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-09-30,123.81
77428.0,752.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-10-07,48.312
77437.0,752.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-12-09,165.08
77442.0,752.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-01-13,131.705
77447.0,752.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-02-17,234.6225
77448.0,752.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2022-02-24,156.51
77449.0,752.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-03-03,156.03
77450.0,752.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-03-10,69.55
77451.0,752.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2022-03-17,250.416
77455.0,752.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-04-14,111.28
77458.0,752.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-05-05,165.08
77464.0,752.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-06-16,110.66000000000001
77465.0,752.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2022-06-23,124.4925
77468.0,752.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2022-07-14,40.26
77473.0,752.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-08-18,110.66000000000001
77474.0,752.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-08-25,198.096
77475.0,752.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-09-01,197.5575
77477.0,752.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-09-15,234.6225
77478.0,752.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-09-22,48.312
77479.0,752.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-09-29,234.6225
77480.0,752.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-10-06,131.705
77481.0,752.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-10-13,69.55
77483.0,752.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-10-27,92.73333333333333
77488.0,752.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-12-01,250.26399999999998
77500.0,753.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-10-24,132.792
77501.0,753.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-10-31,131.705
77504.0,753.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-11-21,30.195
77508.0,753.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-12-19,208.5533333333333
77510.0,753.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-01-02,250.26399999999998
77515.0,753.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-02-06,121.44
77517.0,753.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-02-20,92.73333333333333
77518.0,753.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-02-27,175.60666666666668
77520.0,754.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-09-26,121.44
77521.0,754.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-10-03,40.26
77522.0,754.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2019-10-10,197.5575
77526.0,754.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-11-07,40.26
77529.0,754.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-11-28,208.67999999999998
77531.0,754.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-12-12,82.995
77533.0,754.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-12-26,104.02
77539.0,754.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-02-06,182.16
77543.0,754.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-03-05,234.765
77544.0,754.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-03-12,234.765
77545.0,754.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-03-19,48.312
77546.0,754.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-03-26,165.08
77547.0,754.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-04-02,110.66000000000001
77549.0,754.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-04-16,131.705
77554.0,754.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-05-21,132.792
77559.0,754.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-06-25,123.81
77560.0,754.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-07-02,182.16
77565.0,754.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-08-06,182.16
77578.0,754.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-11-05,82.995
77579.0,754.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-11-12,161.92
77581.0,754.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-11-26,45.2925
77593.0,755.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-09-26,175.60666666666668
77601.0,755.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2019-11-21,124.4925
77603.0,755.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-12-05,194.304
77606.0,755.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-12-26,250.26399999999998
77607.0,755.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-01-02,234.6225
77608.0,755.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-01-09,48.312
77610.0,755.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-01-23,234.765
77615.0,755.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-02-27,208.5533333333333
77616.0,755.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-03-05,198.096
77617.0,755.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-03-12,166.432
77618.0,755.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-03-19,104.325
77619.0,755.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-03-26,40.26
77620.0,755.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-04-02,45.2925
77623.0,755.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-04-23,194.304
77626.0,755.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-05-14,250.416
77627.0,755.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-05-21,156.03
77628.0,755.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-05-28,156.51
77632.0,755.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-06-25,30.195
77633.0,755.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-07-02,250.416
77635.0,755.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-07-16,210.728
77638.0,755.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-08-06,198.096
77639.0,755.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-08-13,165.08
77640.0,755.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-08-20,138.69333333333333
77641.0,755.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-08-27,111.28
77643.0,755.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-09-10,165.08
77644.0,755.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-09-17,156.415
77651.0,755.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-11-05,45.2925
77653.0,755.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-11-19,156.03
77656.0,755.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-12-10,197.5575
77657.0,755.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-12-17,40.26
77660.0,755.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-01-07,208.5533333333333
77664.0,755.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-02-04,165.08
77667.0,755.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-02-25,121.44
77670.0,755.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-03-18,165.08
77676.0,755.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-04-29,161.92
77685.0,755.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-07-01,208.5533333333333
77687.0,755.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-07-15,234.765
77688.0,755.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-07-22,104.325
77693.0,755.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-08-26,208.67999999999998
77694.0,755.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-09-02,82.995
77696.0,755.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-09-16,45.2925
77703.0,755.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-11-04,124.4925
77717.0,755.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2022-02-10,124.4925
77718.0,755.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-02-17,161.92
77719.0,755.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-02-24,131.705
77724.0,755.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-03-31,123.81
77734.0,756.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-11-14,166.432
77738.0,756.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2019-12-12,182.16
77741.0,756.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-01-02,132.792
77745.0,756.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-01-30,92.73333333333333
77746.0,756.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-02-06,166.432
77748.0,756.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-02-20,138.69333333333333
77752.0,756.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-03-19,165.08
77756.0,756.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-04-16,208.67999999999998
77758.0,756.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-04-30,131.705
77764.0,756.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-06-11,132.792
77766.0,756.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-06-25,30.195
77779.0,756.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-09-24,208.5533333333333
77780.0,756.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-10-01,131.705
77782.0,756.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-10-15,48.312
77785.0,756.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-11-05,166.432
77792.0,756.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-12-24,138.69333333333333
77794.0,756.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-01-07,156.415
77795.0,756.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-01-14,234.6225
77798.0,756.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-02-04,123.81
77800.0,756.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-02-18,234.765
77807.0,756.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-04-08,166.432
77813.0,756.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-05-20,30.195
77816.0,756.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-06-10,208.67999999999998
77818.0,756.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-06-24,250.26399999999998
77824.0,756.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-08-05,185.715
77825.0,756.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-08-12,123.81
77833.0,756.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-10-07,165.08
77834.0,756.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-10-14,123.81
77836.0,756.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-10-28,138.69333333333333
77837.0,756.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-11-04,198.096
77846.0,756.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-01-06,166.432
77847.0,756.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-01-13,156.415
77851.0,756.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-02-10,194.304
77853.0,756.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-02-24,234.765
77854.0,756.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-03-03,234.6225
77859.0,756.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-04-07,48.312
77860.0,756.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2022-04-14,40.26
77864.0,756.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2022-05-12,138.69333333333333
77865.0,756.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2022-05-19,208.67999999999998
77866.0,756.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-05-26,198.096
77871.0,756.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-06-30,165.08
77880.0,756.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-09-01,197.5575
77881.0,756.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-09-08,234.765
77885.0,756.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-10-06,45.2925
77888.0,756.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-10-27,48.312
77895.0,756.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-12-15,234.765
77898.0,757.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2019-10-10,92.73333333333333
77901.0,757.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-10-31,166.432
77908.0,757.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-12-19,165.08
77913.0,757.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-01-23,208.67999999999998
77914.0,757.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-01-30,197.5575
77923.0,757.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-04-02,123.81
77925.0,757.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-04-16,194.304
77927.0,757.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-04-30,208.5533333333333
77929.0,757.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-05-14,234.6225
77930.0,757.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-05-21,208.67999999999998
77931.0,757.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-05-28,131.705
77932.0,757.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-06-04,194.304
77936.0,757.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-07-02,156.415
77939.0,757.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-07-23,250.26399999999998
77944.0,757.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-08-27,185.715
77949.0,757.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-10-01,40.26
77951.0,757.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-10-15,132.792
77952.0,757.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-10-22,175.60666666666668
77953.0,757.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-10-29,175.60666666666668
77954.0,757.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-11-05,82.995
77956.0,757.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-11-19,110.66000000000001
77958.0,757.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-12-03,156.415
77965.0,757.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-01-21,69.55
77968.0,757.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-02-11,182.16
77969.0,757.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-02-18,40.26
77973.0,757.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-03-18,104.325
77974.0,757.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-03-25,123.81
77975.0,757.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-04-01,110.66000000000001
77976.0,757.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-04-08,234.765
77978.0,757.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-04-22,194.304
77980.0,757.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-05-06,198.096
77982.0,757.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-05-20,185.715
77984.0,757.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-06-03,45.2925
77987.0,757.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-06-24,48.312
77989.0,757.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-07-08,194.304
77990.0,757.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-07-15,138.69333333333333
77995.0,757.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-08-19,234.6225
77998.0,757.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-09-09,250.416
77999.0,757.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-09-16,121.44
78002.0,757.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-10-07,198.096
78005.0,757.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-10-28,82.995
78013.0,757.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-12-23,250.416
78014.0,757.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-12-30,124.4925
78015.0,757.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2022-01-06,185.715
78016.0,757.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-01-13,111.28
78020.0,757.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-02-10,123.81
78022.0,757.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-02-24,234.765
78023.0,757.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2022-03-03,208.67999999999998
78025.0,757.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-03-17,45.2925
78026.0,757.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-03-24,156.03
78027.0,757.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-03-31,197.5575
78029.0,757.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-04-14,92.73333333333333
78031.0,757.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2022-04-28,250.416
78034.0,757.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-05-19,156.415
78036.0,757.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-06-02,161.92
78040.0,757.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-06-30,197.5575
78052.0,757.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-09-22,175.60666666666668
78060.0,757.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-11-17,121.44
78064.0,757.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-12-15,156.415
78067.0,757.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2023-01-05,175.60666666666668
78071.0,758.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-10-03,132.792
78072.0,758.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-10-10,208.67999999999998
78074.0,758.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-10-24,156.415
78081.0,758.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2019-12-12,156.51
78084.0,758.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-01-02,210.728
78085.0,758.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-01-09,234.6225
78098.0,758.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-04-09,210.728
78101.0,758.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-04-30,175.60666666666668
78104.0,758.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-05-21,121.44
78107.0,758.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-06-11,175.60666666666668
78111.0,758.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-07-09,121.44
78113.0,758.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-07-23,138.69333333333333
78115.0,758.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-08-06,194.304
78120.0,758.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-09-10,156.03
78121.0,758.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-09-17,45.2925
78125.0,758.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-10-15,121.44
78135.0,758.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-12-24,197.5575
78136.0,758.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-12-31,165.08
78137.0,758.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-01-07,110.66000000000001
78148.0,758.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-03-25,30.195
78153.0,758.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-04-29,111.28
78158.0,758.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-06-03,110.66000000000001
78162.0,758.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-07-01,175.60666666666668
78164.0,758.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-07-15,30.195
78168.0,758.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-08-12,69.55
78170.0,759.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-10-03,69.55
78171.0,759.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2019-10-10,185.715
78178.0,759.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-11-28,208.67999999999998
78183.0,759.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-01-02,48.312
78186.0,759.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-01-23,234.6225
78195.0,759.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-03-26,30.195
78201.0,759.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-05-07,175.60666666666668
78203.0,759.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-05-21,156.415
78213.0,759.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-07-30,82.995
78226.0,760.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-10-10,208.5533333333333
78229.0,760.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-10-31,121.44
78234.0,760.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-12-05,40.26
78239.0,760.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-01-09,48.312
78242.0,760.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-01-30,45.2925
78243.0,760.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-02-06,194.304
78246.0,760.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-02-27,138.69333333333333
78249.0,760.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-03-19,40.26
78254.0,760.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-04-23,30.195
78256.0,760.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-05-07,45.2925
78259.0,760.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-05-28,40.26
78260.0,760.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-06-04,124.4925
78266.0,760.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-07-16,132.792
78270.0,760.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-08-13,208.67999999999998
78273.0,760.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-09-03,234.765
78277.0,760.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-10-01,40.26
78278.0,760.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-10-08,234.765
78285.0,760.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-11-26,40.26
78287.0,760.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-12-10,111.28
78292.0,760.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-01-14,123.81
78294.0,760.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-01-28,132.792
78295.0,760.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-02-04,198.096
78298.0,760.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-02-25,123.81
78299.0,760.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-03-04,234.765
78300.0,760.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-03-11,82.995
78302.0,760.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-03-25,30.195
78304.0,760.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-04-08,198.096
78309.0,760.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-05-13,175.60666666666668
78310.0,760.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-05-20,104.325
78314.0,760.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-06-17,48.312
78316.0,760.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-07-01,234.765
78317.0,760.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-07-08,82.995
78319.0,760.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-07-22,234.6225
78321.0,760.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-08-05,40.26
78326.0,760.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-09-09,156.51
78327.0,760.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-09-16,197.5575
78330.0,760.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-10-07,110.66000000000001
78332.0,760.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-10-21,250.416
78333.0,760.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-10-28,165.08
78335.0,760.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-11-11,185.715
